lowerIncisor_50Hz_X,lowerIncisor_50Hz_Y,lowerIncisor_50Hz_Z,lowerJawAnt_50Hz_X,lowerJawAnt_50Hz_Y,lowerJawAnt_50Hz_Z,LowerRtCanine_50Hz_X,LowerRtCanine_50Hz_Y,LowerRtCanine_50Hz_Z,LowerLeftJaw_50Hz_X,LowerLeftJaw_50Hz_Y,LowerLeftJaw_50Hz_Z,LowerLeftMolar_50Hz_X,LowerLeftMolar_50Hz_Y,LowerLeftMolar_50Hz_Z,SkullIncisor_50Hz_X,SkullIncisor_50Hz_Y,SkullIncisor_50Hz_Z,SkullLeftNasal_50Hz_X,SkullLeftNasal_50Hz_Y,SkullLeftNasal_50Hz_Z,SkullRtNasal_50Hz_X,SkullRtNasal_50Hz_Y,SkullRtNasal_50Hz_Z,SkullLeftCanine_50Hz_X,SkullLeftCanine_50Hz_Y,SkullLeftCanine_50Hz_Z,SkullRtCanine_50Hz_X,SkullRtCanine_50Hz_Y,SkullRtCanine_50Hz_Z
9.45006108459,9.74161641784,6.67645451228,10.3271481675,10.6481883678,8.39655396084,10.0943015821,9.67337145539,10.6626939452,14.0687179405,9.63180084652,10.7515221722,13.0733044714,8.71047377811,10.4643305501,9.82427588355,8.10715802777,5.57403232368,10.4251686861,5.46570392517,9.07815277438,9.05432821833,6.18717040118,10.1663036054,12.8718633242,7.81947053548,10.4733378821,9.87279027204,9.04338096009,11.5283720308
9.41950711269,9.69131399989,6.68886181515,10.2991821283,10.6023126538,8.40208920142,10.0771091963,9.63931445714,10.6739870795,14.0412001178,9.60665621047,10.758750521,13.0474784951,8.68672538428,10.4734738412,9.81428823146,8.12448531943,5.57195010234,10.412231334,5.48349451901,9.07885773404,9.04382998692,6.2059903132,10.1658592585,12.8616874065,7.83278499114,10.4710894187,9.86690282051,9.0623080785,11.5298226126
9.38992418116,9.62516706014,6.70177990695,10.2750761212,10.5429468192,8.40604493826,10.0588740245,9.59452528031,10.6854827239,14.0163139741,9.57040630927,10.7666554511,13.0271161341,8.65196833403,10.4882871935,9.80115691152,8.1423452931,5.57032179688,10.395289256,5.50278600056,9.07541228453,9.03586308387,6.22564636943,10.1658664373,12.85513801,7.84757994329,10.4683823749,9.85851188469,9.08014005781,11.5284500271
9.36484457202,9.56329858974,6.71157469909,10.2570924208,10.4883986796,8.40667768476,10.0417533127,9.55194506226,10.6937699821,13.9995681751,9.53414972373,10.7705556866,13.0161941999,8.61474551458,10.5014820532,9.78458707153,8.15369277186,5.57070314538,10.378180672,5.51828551118,9.07076930795,9.02829559826,6.23880942386,10.1677847112,12.8479177652,7.86084871274,10.4666884444,9.84819435782,9.09169571238,11.5260515772
9.34377998773,9.52198134639,6.71695004867,10.2408963619,10.4540459501,8.40590319911,10.0247689559,9.52393671955,10.6990247562,13.9890829411,9.50902191321,10.7693064899,13.009610507,8.58543855817,10.5066828794,9.76642596285,8.15618566528,5.57259891425,10.3647451569,5.52415534188,9.0683008719,9.01865544761,6.24280411877,10.1708176757,12.8364653727,7.86818207299,10.4666348516,9.8375700325,9.09603168531,11.5240482313
9.32462020679,9.50053723672,6.71904149354,10.2214719322,10.4400688405,8.40703098042,10.0050932159,9.51233881223,10.703222718,13.9788477592,9.49737659408,10.7653906739,12.9983033651,8.56771419122,10.5048177601,9.74814334154,8.15412136181,5.57390759092,10.3543880415,5.52089320275,9.06874444063,9.00652583225,6.24062383794,10.1730929349,12.8214437514,7.86805740987,10.4673579734,9.82679923572,9.09643011527,11.5221454426
9.30806665843,9.48760642073,6.71940763227,10.2017753959,10.4351439974,8.41016091724,9.98344353578,9.51023387077,10.706707803,13.965861278,9.49410535279,10.7614635058,12.978857334,8.55857978033,10.5013257404,9.7300616907,8.15146001594,5.57321736598,10.3428667519,5.51506141719,9.07069830578,8.99308809528,6.23627402645,10.1739251054,12.8059552298,7.86353729509,10.4668525059,9.81544568299,9.09585467804,11.520020518
9.29618876154,9.47331095466,6.71997451405,10.1896328959,10.4274338419,8.41231480793,9.96508482085,9.50906048771,10.7084748903,13.9517447246,9.49178746345,10.7586942336,12.9573509282,8.55283089056,10.4998311915,9.71303858001,8.14803929252,5.57118972257,10.3279156939,5.51274548661,9.07246764862,8.97923935348,6.23282078001,10.1746663275,12.7922530509,7.85947933705,10.4637764156,9.80526869167,9.09424700526,11.5183938399
9.28617271305,9.45256461159,6.72430008706,10.1848033085,10.409989818,8.41260868078,9.95340040776,9.50177245652,10.7094872312,13.9388416592,9.48287663729,10.7581327285,12.9428522518,8.54518108996,10.5009848584,9.70019914119,8.1440866334,5.56890904273,10.3129049087,5.51500179883,9.07260235665,8.96545465567,6.23395262001,10.1768619499,12.7816601707,7.85914480444,10.4589705822,9.79942138712,9.0914449378,11.5173010852
9.26952961813,9.42167167519,6.73608352043,10.1751277643,10.3799680156,8.41512308626,9.94442699759,9.48298320871,10.7139356239,13.9265891915,9.46167844998,10.7614100388,12.9369363686,8.53034799723,10.5058050885,9.69530872364,8.1441645377,5.56586290053,10.3032959572,5.51976806251,9.07002231435,8.95315908452,6.24289499881,10.1793535008,12.7758373392,7.86341649406,10.4542663318,9.79850448642,9.09164955149,11.5148748
9.2404874394,9.37884630888,6.75522334319,10.14959663,10.3390385358,8.42454399213,9.93074604888,9.45168932767,10.7260341475,13.9116539865,9.42946781214,10.7688284447,12.9313475142,8.50528302786,10.5163163816,9.69818998906,8.1528327691,5.56108870206,10.2999738712,5.52600916156,9.06512340892,8.94491657954,6.25789889703,10.1781659958,12.7755819018,7.87093114102,10.4498585839,9.79918742099,9.10161276767,11.5095836445
9.2034645247,9.32955058364,6.77676567392,10.1117887592,10.2954333768,8.43976884549,9.91052771493,9.41457590926,10.7455131831,13.891651573,9.39662948492,10.7776622694,12.9172032838,8.47306476613,10.5317145514,9.70273118666,8.1677721021,5.55549026335,10.298477118,5.53410574827,9.06014014277,8.94229408373,6.27161540738,10.170534181,12.7785432271,7.87826046031,10.4443301249,9.79750110994,9.12221419357,11.50283952
9.16945091264,9.28640689526,6.79493877585,10.0760245406,10.2608007293,8.45440895391,9.89015668868,9.38277270749,10.7666299323,13.8691162243,9.37467927001,10.783751032,12.8944363157,8.44275155858,10.5464894865,9.70157963891,8.18061215458,5.55115421506,10.2951810836,5.54325946272,9.05699382162,8.94370552857,6.27771520401,10.1588072222,12.779790251,7.88237641685,10.4375909415,9.79299797349,9.14383409336,11.4976240742
9.14566674091,9.25962948744,6.8075730709,10.0522399048,10.2415846221,8.46381034312,9.87685838553,9.36329327845,10.781991309,13.850767659,9.3647873832,10.7850556807,12.8703597482,8.42308543903,10.5548626348,9.69330386137,8.18491041831,5.54867839699,10.2911339891,5.55107120397,9.05516917413,8.94516954479,6.27728380307,10.1491176285,12.7752542389,7.88404048394,10.4321162967,9.78867326945,9.15369808592,11.4949482909
9.13097975232,9.2486426286,6.81601431099,10.0391538398,10.2343983628,8.46900714237,9.87053850152,9.35492552314,10.7880706151,13.8413786209,9.35772419025,10.7831348751,12.8512254838,8.41599297717,10.5565073607,9.68353605712,8.18142488307,5.54676118432,10.2883147528,5.55577476124,9.05305958251,8.94366517049,6.27681520015,10.1459041117,12.7647574436,7.88701258277,10.4302856841,9.78651556335,9.14837851046,11.4931898715
9.12045122844,9.2450718869,6.82193554976,10.0309478609,10.2311826586,8.47313506848,9.86496595811,9.3521983078,10.787706592,13.838720974,9.34655023546,10.7811634055,12.8377475023,8.41646570553,10.5562300512,9.67861813285,8.17563076733,5.54440104036,10.2854496612,5.55718008987,9.05086859287,8.93991412111,6.2804175445,10.1483367795,12.7522770608,7.89321914202,10.431535697,9.78454526379,9.13722721699,11.4908292465
9.11116442839,9.24230401766,6.82569575369,10.0247672022,10.227592631,8.47687365252,9.85595370191,9.3510092099,10.7871010792,13.8358355682,9.33534625027,10.7813150588,12.8277027144,8.41797902949,10.5584072767,9.67936765663,8.17246038039,5.54225214897,10.2800522435,5.5559817403,9.05044448776,8.93751901472,6.28596743426,10.1520579982,12.7431632969,7.90018209773,10.4331080638,9.77917385773,9.13322039207,11.4888097983
9.10324150413,9.2400938148,6.82744461508,10.0202345897,10.2248578139,8.47924109483,9.84550165068,9.35036741859,10.7899626932,13.8283726564,9.33246636965,10.7841129827,12.8205076301,8.41740935343,10.5632185587,9.68130042534,8.17421097766,5.54161650853,10.2722475124,5.55403093363,9.05241177512,8.93821223484,6.2894203747,10.1537877509,12.7402460556,7.90378396061,10.4330462352,9.7695542002,9.14124494034,11.4899188845
