Jaw_R11_50Hz,Jaw_R12_50Hz,Jaw_R13_50Hz,Jaw_01_50Hz,Jaw_R21_50Hz,Jaw_R22_50Hz,Jaw_R23_50Hz,Jaw_02_50Hz,Jaw_R31_50Hz,Jaw_R32_50Hz,Jaw_R33_50Hz,Jaw_03_50Hz,Jaw_TX_50Hz,Jaw_TY_50Hz,Jaw_TZ_50Hz,Jaw_1_50Hz,Skull_R11_50Hz,Skull_R12_50Hz,Skull_R13_50Hz,Skull_01_50Hz,Skull_R21_50Hz,Skull_R22_50Hz,Skull_R23_50Hz,Skull_02_50Hz,Skull_R31_50Hz,Skull_R32_50Hz,Skull_R33_50Hz,Skull_03_50Hz,Skull_TX_50Hz,Skull_TY_50Hz,Skull_TZ_50Hz,Skull_1_50Hz
0.943453138716,-0.236935119873,-0.231857551132,0,-0.263430020358,-0.960427395155,-0.0904645953341,0,-0.201248104141,0.146427345826,-0.96853406392,0,12.6957404037,12.4862673319,5.58504382747,1,0.929022580253,-0.246700793188,-0.275782095176,0,-0.274697740245,-0.959169322926,-0.0673450923357,0,-0.247907637808,0.138321829794,-0.95885810969,0,12.1095812544,12.3811857904,5.50820420296,1
0.942870839924,-0.239599863406,-0.231487547564,0,-0.266286576823,-0.959547170928,-0.0914367856341,0,-0.200214980022,0.147855105489,-0.968531274434,0,12.6923451808,12.5061935479,5.56721874603,1,0.927972909303,-0.249515774248,-0.276781787697,0,-0.277378191838,-0.958498285833,-0.0658966975526,0,-0.248852603547,0.137923581946,-0.958670677162,0,12.1008773415,12.3530001755,5.5039856095,1
0.941983406161,-0.243059025767,-0.231494217012,0,-0.269963345381,-0.95844692393,-0.0921915731496,0,-0.199466926249,0.149337885356,-0.968458125749,0,12.6922618903,12.5239087385,5.54872519343,1,0.92700731171,-0.251830669554,-0.27791861742,0,-0.27941488688,-0.958042747263,-0.063885956252,0,-0.25016947261,0.136877347609,-0.95847786969,0,12.0855849982,12.3241334329,5.49691568727,1
0.940865093606,-0.246745385186,-0.232141315845,0,-0.27399060002,-0.957221435436,-0.0930391027614,0,-0.199253674329,0.151141782546,-0.968222151593,0,12.6934467884,12.5425383218,5.53074819557,1,0.926231101096,-0.253203233098,-0.279256280344,0,-0.280351891416,-0.957938139704,-0.0612971245581,0,-0.251989611576,0.135065329558,-0.958258103232,0,12.0613571088,12.2951172783,5.48620397848,1
0.939830208491,-0.2494085516,-0.233483518896,0,-0.277285889533,-0.956095243198,-0.0948389234443,0,-0.19957884325,0.153874170422,-0.96772466384,0,12.6912958164,12.5703854221,5.51590548932,1,0.925639694098,-0.253770922437,-0.280698193145,0,-0.280436497695,-0.958081956753,-0.0586031987616,0,-0.254060086337,0.13296346517,-0.958005318075,0,12.0319941837,12.2663941512,5.47353705893,1
0.93901552797,-0.250775752725,-0.235289948948,0,-0.279715953941,-0.955023234811,-0.0984357967477,0,-0.200022057138,0.158247094177,-0.966927625959,0,12.6858796008,12.6155760212,5.50622756528,1,0.925071961138,-0.254412246333,-0.281986303981,0,-0.280657898118,-0.958158204565,-0.0562494377582,0,-0.255876944919,0.131176461073,-0.957768095689,0,12.0043719279,12.2365825641,5.46173444652,1
0.938267943026,-0.251882347982,-0.237083423852,0,-0.282306151448,-0.953665513294,-0.104044824998,0,-0.199891230285,0.164552032893,-0.965901715769,0,12.6840565984,12.6814427601,5.50228382543,1,0.924376738532,-0.255967514804,-0.282857343241,0,-0.28183124538,-0.957934434454,-0.0541550405344,0,-0.257096857989,0.129777697055,-0.957631951722,0,11.9820475762,12.2029741707,5.45212395958,1
0.937382201467,-0.253892606707,-0.238438991428,0,-0.286047914143,-0.951751310273,-0.111112709478,0,-0.198723927064,0.17236005237,-0.964780189038,0,12.6934647287,12.7655152839,5.50360367375,1,0.923580084859,-0.258329499057,-0.283312013103,0,-0.283696930294,-0.957516441156,-0.0517524555752,0,-0.257906724599,0.128172285744,-0.957630401864,0,11.961738088,12.1637533101,5.44318756546,1
0.936296782006,-0.257035265492,-0.239334929122,0,-0.290986360623,-0.949318300081,-0.118834772113,0,-0.196660300864,0.180907814715,-0.963637425923,0,12.7157432292,12.8626284375,5.50892247243,1,0.922840501908,-0.26046712999,-0.28376448374,0,-0.285133247926,-0.957253445605,-0.048629947608,0,-0.258968026915,0.125788374153,-0.957660088948,0,11.936180413,12.1198949563,5.4329520814,1
0.935126955138,-0.260542603682,-0.240114825532,0,-0.296344865494,-0.946602188096,-0.126980385051,0,-0.194209419105,0.189899576511,-0.962403684725,0,12.7461856204,12.9701154614,5.51719813978,1,0.922243338468,-0.26148072875,-0.284771931803,0,-0.285343061602,-0.957367131936,-0.0450279011679,0,-0.260857359195,0.122784376776,-0.957537171588,0,11.9014028841,12.0744804278,5.42213637973,1
0.934108398791,-0.263376815026,-0.240985793389,0,-0.301211200489,-0.943800413243,-0.136060988761,0,-0.191607181517,0.199683332477,-0.960943939427,0,12.7790123748,13.0889936509,5.52930901287,1,0.921673659089,-0.261666034763,-0.286441184874,0,-0.284789404485,-0.957691317695,-0.0415010253448,0,-0.263462827043,0.119825816346,-0.957198575272,0,11.8618028771,12.0297129007,5.41301215172,1
0.933416374342,-0.265186863939,-0.241681193527,0,-0.305215946273,-0.940977497123,-0.14630302816,0,-0.188618923364,0.210326596279,-0.959263063318,0,12.8115127997,13.21713893,5.54727785425,1,0.920952145029,-0.262270070467,-0.288204019237,0,-0.284765346806,-0.957830901177,-0.0383231262815,0,-0.265999706439,0.117364282842,-0.956801850587,0,11.8269631424,11.9865056367,5.40622168337,1
0.932946297689,-0.266616254652,-0.241923496965,0,-0.308690442279,-0.93820659122,-0.156456393404,0,-0.185260401798,0.220644884251,-0.957598255314,0,12.8420970163,13.3407047157,5.57055030748,1,0.920072741361,-0.264053076277,-0.289382313755,0,-0.286022998282,-0.957559491288,-0.0356463897019,0,-0.267688242288,0.115567268523,-0.956549638747,0,11.8033968905,11.949391133,5.40147983393,1
0.93235009638,-0.268490295092,-0.242149249888,0,-0.312063839284,-0.935810643556,-0.163934741951,0,-0.182590958132,0.228410597058,-0.95628925601,0,12.8649622662,13.4349848255,5.59378025325,1,0.919212739014,-0.266483444298,-0.289887071717,0,-0.2881748366,-0.956971466015,-0.0340716419304,0,-0.268334127505,0.114857246826,-0.956454185451,0,11.7913118645,11.9299670906,5.40085280639,1
0.931397686918,-0.270779080364,-0.243263310923,0,-0.315081804937,-0.934380077185,-0.166304923434,0,-0.182268497009,0.23154386409,-0.955597003972,0,12.8695920505,13.4769859583,5.61015362037,1,0.918512528929,-0.268567648645,-0.290182963492,0,-0.290483100231,-0.956260405686,-0.0344326153279,0,-0.268242991857,0.115920035452,-0.956351526741,0,11.7888081107,11.9410916999,5.40819338028,1
0.930277774493,-0.27257459235,-0.245532795954,0,-0.316756673256,-0.934433861105,-0.162783811135,0,-0.18506342759,0.229208313168,-0.955622873807,0,12.8484669413,13.458495839,5.61748060404,1,0.917922429371,-0.270002816988,-0.290717891564,0,-0.292732657229,-0.955482683035,-0.0368840590418,0,-0.267817111194,0.118959325982,-0.95609762771,0,11.795126288,11.9866168788,5.42463450288,1
0.929435777464,-0.273075195797,-0.248151310718,0,-0.316264900254,-0.935998445689,-0.154542623687,0,-0.190067483905,0.22211899313,-0.956314542634,0,12.8049013334,13.3877237208,5.61910200369,1,0.917271972713,-0.271214491938,-0.291641607864,0,-0.295173006428,-0.954578214674,-0.0406611404897,0,-0.2673668348,0.123382054742,-0.955663039055,0,11.8085457364,12.0584699109,5.44708026196,1
0.929095092166,-0.27250008058,-0.250052026179,0,-0.313947147781,-0.938493834206,-0.143758518206,0,-0.195498077005,0.212068454138,-0.957500638458,0,12.7516240735,13.2819604397,5.61845632902,1,0.916440910798,-0.272588701369,-0.292970061444,0,-0.29796731977,-0.953520113825,-0.0448872908587,0,-0.267117078012,0.128432053699,-0.955067366324,0,11.8240762483,12.1432056393,5.47201717948,1
